pose_label,image_path,left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,left_knee_angle,right_knee_angle,hand_angle,left_hip_angle,right_hip_angle,neck_angle_uk,left_wrist_angle_bk,right_wrist_angle_bk
Goddess,data/Goddess/Images\00000000.jpg,92.52851277101364,270.0,93.78093354066856,97.1359152986492,253.61045966596527,102.91333736873602,175.6012946450045,100.563198304479,267.1138475261338,313.45184230102205,119.07330223972464,243.3812759772514
Goddess,data/Goddess/Images\00000001.jpg,90.19894287936063,267.5383327569378,94.34190457249994,95.56944300051794,255.5297058999341,101.1038334366361,174.02517326663553,97.83777948492744,266.0688896285623,315.0,118.07159038649985,242.6036294684291
Goddess,data/Goddess/Images\00000002.jpg,112.25919149730315,251.15328161692958,88.43493091440774,91.36927004447969,267.79740183823424,91.08399135780994,165.88635309437998,80.89266568774559,275.1535011091205,313.1444142636347,92.29587873404485,258.16606340059263
Goddess,data/Goddess/Images\00000003.jpg,275.9157863265484,77.0053832080835,271.0662264159008,275.32781253010234,91.7630521644086,271.29909640480446,198.52215694357267,276.54881271557434,83.96977277980254,44.87766044319124,248.2241872683396,115.23683946404209
Goddess,data/Goddess/Images\00000004.jpg,252.36077472981725,108.43494882292201,270.1253734968631,270.1253734968631,109.4400348281762,251.97506375770095,192.36649715321482,263.32833571984287,93.8167594833144,47.12109639666146,251.33066692623046,105.1978420348533
Goddess,data/Goddess/Images\00000005.jpg,93.91157181252868,255.5011068692342,87.39914878324082,86.33414472332085,260.1123188738935,102.44057780240502,165.47662298960668,95.1565630531812,261.0825651298925,316.54815769897795,113.10605678243023,249.24021718965815
Goddess,data/Goddess/Images\00000006.jpg,103.91872722076965,252.959616794712,116.49293569657836,117.79342741195856,253.4126614430726,119.84761439806495,206.41876439831907,95.80304068936482,247.92114766501228,315.0,119.92283066186012,231.34524437288434
Goddess,data/Goddess/Images\00000008.jpg,106.95189424544695,244.66215475825823,91.12688489435043,99.50379580158778,239.36119072858594,129.5309050298881,179.52320840260757,109.34892079850485,247.526060546729,307.56859202882754,112.16085877177238,246.4527016681258
Goddess,data/Goddess/Images\00000009.jpg,104.62087398863166,258.98031721896547,95.82346327864059,92.18470828283067,197.28967320618548,163.3007557660064,174.55683673020087,135.14486891887634,214.89512999563277,308.4910435594974,121.15735105444858,229.4877992597851
Goddess,data/Goddess/Images\00000010.jpg,92.52082790771017,276.700753773668,90.20936245251491,91.3785093928426,237.6494656687524,114.22774531795417,169.59355536846198,101.8536361738716,263.0219426863454,312.170722788539,111.34807227529082,245.05689964476292
Goddess,data/Goddess/Images\00000011.jpg,88.30482531200752,268.30910273704967,82.2931799690573,86.62528702789717,249.24659261316685,95.38312987405821,160.7153879225717,99.18958094905949,268.77208393152654,319.5739212599009,111.10299948064302,248.16135265095653
Goddess,data/Goddess/Images\00000013.jpg,323.89689980450544,34.11731021282002,8.30097707895152,8.65307878633962,243.434948822922,116.93549286558837,54.563503724306315,101.72511201516508,260.0889886805759,311.2282984695928,149.3331101352512,210.9430497098767
Goddess,data/Goddess/Images\00000014.jpg,273.7152891054287,35.75388725443675,357.2493570064892,38.79223277833796,209.83326654038996,97.59464336859143,80.81116392264123,150.7120448445028,267.5075218837668,312.8447243792085,215.21759296819272,231.6430741025812
Goddess,data/Goddess/Images\00000015.jpg,291.9006228582083,61.83826737384208,31.623247170148552,34.245122299049754,265.29091531003246,88.24061457773804,87.71815694623223,99.63976899637463,269.4988835111207,303.9951336854725,174.49368754096983,194.8696483264807
Goddess,data/Goddess/Images\00000016.jpg,197.07102129131908,178.2554901584111,167.87898454741426,167.88348227856775,119.51984011516437,235.6579460564959,29.81699677744187,246.51648147215266,118.92421730965964,47.72631099390627,206.74012827441243,153.11979369819394
Goddess,data/Goddess/Images\00000018.jpg,166.10880882854514,183.09008883277085,160.50946949202458,161.80478107315884,264.4006606634794,95.44033203100551,272.8209885935155,95.59933933652057,260.61448173995694,319.32369455842723,131.39153114743365,227.83294421497254
Goddess,data/Goddess/Images\00000019.jpg,100.6811974431569,269.71775706372915,92.70108369798841,93.99753204169961,253.29125082589567,102.94650951563693,171.2480741543727,95.96551495729794,269.5303729803104,313.36342295838324,109.80610545428094,249.1526865179647
Goddess,data/Goddess/Images\00000020.jpg,105.35096300896333,251.04181659489382,97.29935693566034,99.62624798649807,269.8247840950947,83.67640129721528,183.01278750418334,90.83074541849565,269.48844413341294,309.28031590192404,111.90508533457681,248.1807198883492
Goddess,data/Goddess/Images\00000021.jpg,174.80557109226518,183.69138598645125,167.66703733731197,183.94518622903755,263.761449413432,147.1381301039376,316.9091524329964,108.95094995067508,223.93207247400173,292.5273405561009,140.99380410603032,206.42620868750782
Goddess,data/Goddess/Images\00000022.jpg,59.66446148841111,296.565051177078,84.74425942009462,79.93093730111057,213.11903215286503,134.06501588108975,155.78265885471396,135.85703522490985,229.2212623829283,315.1328133446715,138.3346018648551,223.49992961635027
Goddess,data/Goddess/Images\00000023.jpg,86.76859609215327,271.62812384316624,79.58320133159677,81.29117208023625,243.18954722955723,122.72761706878529,158.16293664176422,115.68339834105248,241.27386933469563,308.5325410722085,121.42227377830164,237.24411520637304
Goddess,data/Goddess/Images\00000024.jpg,321.6544250460066,35.63155391689416,20.22485943116808,17.10787083204792,260.148190681877,100.22216863363613,70.2039652751664,96.80131482398158,260.9768702871093,311.3477772196936,155.1129072315309,203.55690031662812
Goddess,data/Goddess/Images\00000025.jpg,294.48591945517325,1.1424994230443264,346.17616918053926,48.143768582920494,250.51461157360782,83.1755583031131,78.42212351117726,111.60193139546146,277.27843995665694,314.4169918385289,193.10506915212565,235.90433200067923
Goddess,data/Goddess/Images\00000027.jpg,256.27376510282284,123.41658139531292,282.69593433291345,272.82980759288716,118.41731408864862,242.02632008758357,198.37724916517348,256.94641875476884,100.72151002112287,45.0,256.2838413558552,99.46724072286572
Goddess,data/Goddess/Images\00000028.jpg,76.54714693807578,286.85839876773827,81.2145292428662,74.28912902683318,240.4783992707544,121.92393109873986,150.93332600864028,119.48726103931288,238.85866036010097,313.06813668247736,125.08708159245072,234.1618080297616
Goddess,data/Goddess/Images\00000029.jpg,148.18296515854084,211.13897243697883,104.87095735585805,106.41527967619953,213.6900675259798,146.76828893202065,192.0071265878387,126.46923439005187,231.95295746817393,315.0,116.71421543817465,241.67066530880197
Goddess,data/Goddess/Images\00000030.jpg,175.97965750023081,183.94518622903755,95.15008233801983,95.71059313749963,273.2245226065199,97.4446335328953,180.0,86.7754773934801,266.868778577308,314.96508484313176,92.34855793260135,268.86363903178056
