pose_label,image_path,left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,left_knee_angle,right_knee_angle,angle_for_ardhaChandrasana1,angle_for_ardhaChandrasana2,hand_angle,left_hip_angle,right_hip_angle,neck_angle_uk,left_wrist_angle_bk,right_wrist_angle_bk
Downdog,data/Downdog/Images\00000000.jpg,193.93974852953423,199.0422142500377,183.26234438677608,175.34003415749885,186.2499323221287,187.85661622348917,358.89251343155627,1.172411787419459,359.48661069780417,278.4292150780276,277.8258471991642,240.25511870305775,279.7154996152687,279.2650685286475
Downdog,data/Downdog/Images\00000001.jpg,160.52342450106804,165.98332476202071,181.2188752351313,178.15007386409647,181.4467405895073,185.42832537160183,359.5565230752385,0.4090238772825552,352.5152409139314,86.37851529588265,83.51148992200095,178.78112476486868,92.34856210233474,90.21812595497228
Downdog,data/Downdog/Images\00000002.jpg,168.92979742206063,166.99865044906477,169.6504610445783,190.287842082964,171.88720312459728,172.3446330914815,0.2810019082968485,359.719950743783,9.370972129286772,88.74962610027382,86.81979070657326,352.38145351243105,82.51729891741414,81.33226854966114
Downdog,data/Downdog/Images\00000003.jpg,175.20796595306803,173.2917591305038,188.91492695714783,170.92130703950545,180.1649342507213,180.7598464256105,0.2226920805093244,359.7703273020775,2.7140210370992426,70.65926451696734,68.56974788947524,33.8961665633639,75.98529809742236,75.00671720826719
Downdog,data/Downdog/Images\00000004.jpg,196.85259490030344,184.687953782952,194.18842680991816,171.7748489494042,187.4272788762874,186.1923173206847,358.9677553084343,1.0745896615883117,2.2565471597230258,271.75478764118606,270.4898506506766,331.85839876773827,278.5498566455441,276.45747105998606
Downdog,data/Downdog/Images\00000007.jpg,188.88467708736596,188.0074135063169,183.19272480579025,177.71821328969455,180.60140316964765,183.0151875284568,359.7538856223481,0.3125193343670112,2.6449355063829154,272.9897320134452,268.53960188230684,53.7461622625552,272.6486768214873,269.20602660471
Downdog,data/Downdog/Images\00000008.jpg,162.88716060586938,164.55842428124768,185.94868013816293,172.21568272315423,170.67448227211088,170.8376529542783,358.79293264671975,1.1616362170461632,359.92972720672515,64.4332750998426,62.995909297240345,74.74488129694221,66.69336868660761,65.8875979467675
Downdog,data/Downdog/Images\00000009.jpg,196.87685978623284,196.37112909446503,184.53777250790665,174.29242274730194,174.62802367446997,180.2940842125141,358.39146915507774,1.6337207738422956,4.184916125118434,281.08256946302964,277.5102107535398,142.8533133019782,276.3840867778441,276.3998419326828
Downdog,data/Downdog/Images\00000010.jpg,206.13426396006932,198.20054308420376,205.6750912298512,157.9928790758384,172.82060614811456,175.36453657309735,359.18590516894227,0.7989869678700525,358.53370467629486,271.4061241769916,269.55585556688806,303.69006752597977,274.3185049798335,273.9038845124513
Downdog,data/Downdog/Images\00000011.jpg,159.57894458709265,154.71827372661065,170.74539878127536,189.845589444924,182.2582434280776,182.44272782115857,358.9699289909558,0.9557892818867162,6.54038582819662,67.29748414768324,66.64513465028273,33.91743053697034,68.81575799088407,69.585747952453
Downdog,data/Downdog/Images\00000012.jpg,168.36636600105956,167.34023073717307,171.86989764584402,191.1409188653917,180.0874744045754,179.80105712063937,0.0945474051268005,359.8575672669023,359.4275016563128,75.32360686255,75.90221436507174,267.316224840531,74.30335930989611,73.46184508133669
Downdog,data/Downdog/Images\00000014.jpg,165.05969010433134,160.11948501432772,170.66393679208934,194.2534115843665,174.1959136963429,174.7376046004049,359.3392340886416,0.6142380595635982,3.2905905290529414,85.18057791523387,82.8247388997162,208.49563861824495,81.31062394340294,77.95388459355127
Downdog,data/Downdog/Images\00000016.jpg,172.8749836510982,160.53280648551228,166.53479190518826,196.2363733936858,175.25489149259857,176.7326843451025,359.97154226203014,359.9948237619155,3.5386716462129715,87.47556835749913,85.02650487968532,339.5504523892074,80.66866801210267,80.37167616198678
Downdog,data/Downdog/Images\00000017.jpg,203.6490197523464,197.1027289690524,191.85762147248784,165.5297058999341,188.7476119078214,189.7221652316376,355.5779276889129,5.291437139691053,29.438489674671505,283.68255298154395,275.2349970714863,76.00915729873066,287.9731288635588,282.2487333161096
Downdog,data/Downdog/Images\00000018.jpg,193.43102887068164,189.37546662092436,196.7955345138265,165.24483177995026,167.22038397532606,167.47119229084848,359.5502778425013,0.8563753785454792,2.121096396661456,277.8727395504754,273.7826454465963,2.862405226111745,276.3809482735288,272.76786982088765
Downdog,data/Downdog/Images\00000019.jpg,198.69016218853065,197.2345144560027,198.597898533154,161.27640989338894,182.12985320226545,188.23215716426935,359.10988295235444,0.9624144037606164,2.8037144315998024,274.36015695566743,269.729799584523,184.9697407281103,279.6994199201692,278.2722752125129
Downdog,data/Downdog/Images\00000020.jpg,167.8543698801854,166.9211749731048,173.8844964337146,189.61180042252383,179.3598503304765,178.44343252866014,359.68297759645174,0.2991919515936296,359.0996165879954,75.53296931506489,77.18263176720481,268.38646106711883,74.96301866813467,75.00759609985626
Downdog,data/Downdog/Images\00000022.jpg,193.22477427013504,191.9895307866624,177.88651282911746,181.68177634553356,181.97754212848236,185.44273972018811,358.9061270463866,1.108026767790341,359.9064559532983,282.41199771359754,280.7525038146971,263.6598082540901,279.060211191373,279.61484936779084
